image_id,file_name,split,n_person,n_car,n_truck,has_person,has_car,has_truck,sampled_for
478781,000000478781.jpg,train,1,0,0,1,0,0,person
478783,000000478783.jpg,train,2,0,1,1,0,1,truck
52802,000000052802.jpg,train,0,0,1,0,0,1,truck
167490,000000167490.jpg,train,11,0,1,1,0,1,truck
36421,000000036421.jpg,train,1,3,1,1,1,1,car
364104,000000364104.jpg,train,14,4,0,1,1,0,car
560715,000000560715.jpg,train,1,0,0,1,0,0,person
495182,000000495182.jpg,train,1,0,0,1,0,0,person
396882,000000396882.jpg,train,9,5,0,1,1,0,car
560723,000000560723.jpg,train,4,9,2,1,1,1,truck
200274,000000200274.jpg,train,0,1,2,0,1,1,truck
85589,000000085589.jpg,train,1,5,0,1,1,0,car
478805,000000478805.jpg,train,6,2,1,1,1,1,truck
216665,000000216665.jpg,train,0,1,0,0,1,0,car
265818,000000265818.jpg,train,2,3,0,1,1,0,car
527962,000000527962.jpg,train,0,0,1,0,0,1,truck
69220,000000069220.jpg,train,2,0,0,1,0,0,person
151141,000000151141.jpg,train,14,8,0,1,1,0,car
364132,000000364132.jpg,train,5,0,0,1,0,0,person
331366,000000331366.jpg,train,2,1,1,1,1,1,truck
413289,000000413289.jpg,train,2,0,0,1,0,0,person
446058,000000446058.jpg,train,1,1,3,1,1,1,car
282220,000000282220.jpg,train,1,2,2,1,1,1,truck
183921,000000183921.jpg,train,10,0,0,1,0,0,person
102004,000000102004.jpg,train,1,0,0,1,0,0,person
151159,000000151159.jpg,train,4,0,0,1,0,0,person
20090,000000020090.jpg,train,1,0,0,1,0,0,person
364160,000000364160.jpg,train,1,1,0,1,1,0,person
216711,000000216711.jpg,train,1,4,0,1,1,0,person
380552,000000380552.jpg,train,2,0,0,1,0,0,person
478857,000000478857.jpg,train,0,4,0,0,1,0,car
429705,000000429705.jpg,train,1,0,0,1,0,0,person
544410,000000544410.jpg,train,0,4,0,0,1,0,car
331419,000000331419.jpg,train,0,0,1,0,0,1,truck
151196,000000151196.jpg,train,13,3,1,1,1,1,truck
429726,000000429726.jpg,train,4,6,0,1,1,0,person
69290,000000069290.jpg,train,1,0,0,1,0,0,person
151211,000000151211.jpg,train,2,1,0,1,1,0,car
396972,000000396972.jpg,train,4,3,2,1,1,1,truck
413358,000000413358.jpg,train,1,0,0,1,0,0,person
462512,000000462512.jpg,train,7,10,4,1,1,1,truck
511668,000000511668.jpg,train,1,0,0,1,0,0,person
85685,000000085685.jpg,train,0,0,1,0,0,1,truck
331447,000000331447.jpg,train,11,1,2,1,1,1,truck
413377,000000413377.jpg,train,2,4,0,1,1,0,car
429769,000000429769.jpg,train,14,0,1,1,0,1,truck
85706,000000085706.jpg,train,14,0,1,1,0,1,person+truck
495310,000000495310.jpg,train,2,3,1,1,1,1,car+truck
364243,000000364243.jpg,train,3,1,0,1,1,0,person
36569,000000036569.jpg,train,8,0,0,1,0,0,person
364252,000000364252.jpg,train,14,0,0,1,0,0,person
3804,000000003804.jpg,train,14,0,1,1,0,1,truck
69344,000000069344.jpg,train,3,0,0,1,0,0,person
200416,000000200416.jpg,train,12,0,0,1,0,0,person
462562,000000462562.jpg,train,0,0,1,0,0,1,truck
462565,000000462565.jpg,train,7,7,1,1,1,1,car
446181,000000446181.jpg,train,2,0,0,1,0,0,person
528112,000000528112.jpg,train,0,0,1,0,0,1,truck
397042,000000397042.jpg,train,5,3,0,1,1,0,person
3830,000000003830.jpg,train,1,9,0,1,1,0,car
577270,000000577270.jpg,train,3,1,0,1,1,0,car
478967,000000478967.jpg,train,0,2,0,0,1,0,car
577275,000000577275.jpg,train,2,0,0,1,0,0,person
36606,000000036606.jpg,train,8,0,0,1,0,0,person
282372,000000282372.jpg,train,0,6,0,0,1,0,car
544516,000000544516.jpg,train,0,2,2,0,1,1,truck
134937,000000134937.jpg,train,2,6,0,1,1,0,person
151324,000000151324.jpg,train,0,1,0,0,1,0,car
495395,000000495395.jpg,train,1,0,0,1,0,0,person
85802,000000085802.jpg,train,1,0,0,1,0,0,person
380715,000000380715.jpg,train,1,1,0,1,1,0,car
266026,000000266026.jpg,train,1,0,0,1,0,0,person
151339,000000151339.jpg,train,14,0,0,1,0,0,person
495403,000000495403.jpg,train,1,5,1,1,1,1,truck
560943,000000560943.jpg,train,14,1,0,1,1,0,person
200494,000000200494.jpg,train,6,0,1,1,0,1,truck
282415,000000282415.jpg,train,4,0,1,1,0,1,truck
36658,000000036658.jpg,train,2,0,0,1,0,0,person
479030,000000479030.jpg,val,0,9,1,0,1,1,car
380729,000000380729.jpg,train,0,1,0,0,1,0,car
397117,000000397117.jpg,train,0,10,1,0,1,1,truck
544574,000000544574.jpg,train,4,1,0,1,1,0,car
577344,000000577344.jpg,train,0,2,1,0,1,1,truck
249666,000000249666.jpg,train,0,1,0,0,1,0,car
167755,000000167755.jpg,train,1,0,0,1,0,0,person
397132,000000397132.jpg,train,14,4,1,1,1,1,truck
282450,000000282450.jpg,train,1,1,0,1,1,0,person
429908,000000429908.jpg,train,1,0,0,1,0,0,person
118614,000000118614.jpg,train,1,0,0,1,0,0,person
298848,000000298848.jpg,train,13,0,1,1,0,1,truck
577377,000000577377.jpg,train,2,0,0,1,0,0,person
413538,000000413538.jpg,train,3,9,2,1,1,1,car
266083,000000266083.jpg,train,0,1,0,0,1,0,car
511844,000000511844.jpg,train,14,0,1,1,0,1,truck
282471,000000282471.jpg,train,2,0,0,1,0,0,person
102256,000000102256.jpg,train,14,10,2,1,1,1,car+person
167792,000000167792.jpg,train,3,11,0,1,1,0,person
364402,000000364402.jpg,train,3,10,0,1,1,0,car
53108,000000053108.jpg,train,0,1,0,0,1,0,car
397173,000000397173.jpg,train,0,1,2,0,1,1,truck
36725,000000036725.jpg,train,0,4,3,0,1,1,truck
53111,000000053111.jpg,train,0,0,1,0,0,1,truck
36728,000000036728.jpg,train,0,9,0,0,1,0,car
249720,000000249720.jpg,train,1,1,0,1,1,0,car
135045,000000135045.jpg,train,2,0,0,1,0,0,person
233351,000000233351.jpg,train,14,0,1,1,0,1,truck
462728,000000462728.jpg,val,1,0,0,1,0,0,person
184209,000000184209.jpg,train,2,0,0,1,0,0,person
135057,000000135057.jpg,train,9,0,1,1,0,1,truck
429971,000000429971.jpg,train,0,0,1,0,0,1,truck
3988,000000003988.jpg,train,13,1,1,1,1,1,car
380820,000000380820.jpg,train,5,13,2,1,1,1,truck
446358,000000446358.jpg,train,1,0,0,1,0,0,person
348058,000000348058.jpg,train,1,0,0,1,0,0,person
216987,000000216987.jpg,train,1,0,0,1,0,0,person
380828,000000380828.jpg,train,6,1,0,1,1,0,person
298906,000000298906.jpg,train,6,1,1,1,1,1,truck
266151,000000266151.jpg,train,4,1,0,1,1,0,car
200619,000000200619.jpg,train,3,8,2,1,1,1,car
167851,000000167851.jpg,train,3,3,0,1,1,0,car
331695,000000331695.jpg,train,8,0,1,1,0,1,truck
413623,000000413623.jpg,train,6,1,0,1,1,0,person
217016,000000217016.jpg,train,7,1,0,1,1,0,car
315338,000000315338.jpg,train,1,0,0,1,0,0,person
151499,000000151499.jpg,train,0,5,0,0,1,0,car
36816,000000036816.jpg,train,11,0,0,1,0,0,person
102353,000000102353.jpg,train,2,0,0,1,0,0,person
495570,000000495570.jpg,train,2,1,0,1,1,0,car
544732,000000544732.jpg,train,3,7,3,1,1,1,car
462813,000000462813.jpg,train,11,2,0,1,1,0,car
69599,000000069599.jpg,train,10,3,0,1,1,0,car
249825,000000249825.jpg,train,1,0,0,1,0,0,person
20450,000000020450.jpg,train,7,0,1,1,0,1,truck
430054,000000430054.jpg,train,1,1,0,1,1,0,car
298987,000000298987.jpg,train,14,13,0,1,1,0,car
4080,000000004080.jpg,train,5,0,1,1,0,1,truck
413684,000000413684.jpg,train,1,0,0,1,0,0,person
462837,000000462837.jpg,train,12,0,0,1,0,0,person
380920,000000380920.jpg,train,6,0,1,1,0,1,truck
413689,000000413689.jpg,val,8,2,0,1,1,0,car
462840,000000462840.jpg,train,2,2,2,1,1,1,truck
446460,000000446460.jpg,train,0,1,2,0,1,1,truck
184324,000000184324.jpg,val,14,6,1,1,1,1,truck
397325,000000397325.jpg,train,1,0,0,1,0,0,person
200717,000000200717.jpg,train,4,12,5,1,1,1,truck
364561,000000364561.jpg,train,3,1,1,1,1,1,truck
495641,000000495641.jpg,train,0,6,3,0,1,1,truck
348186,000000348186.jpg,train,0,5,3,0,1,1,car
200739,000000200739.jpg,train,1,3,2,1,1,1,truck
299044,000000299044.jpg,train,0,2,1,0,1,1,truck
397349,000000397349.jpg,train,2,0,0,1,0,0,person
364582,000000364582.jpg,train,2,0,0,1,0,0,person
151594,000000151594.jpg,train,12,3,0,1,1,0,car
299051,000000299051.jpg,train,6,4,3,1,1,1,car
348203,000000348203.jpg,train,2,0,0,1,0,0,person
217133,000000217133.jpg,train,1,7,1,1,1,1,truck
53294,000000053294.jpg,train,6,0,1,1,0,1,truck
36914,000000036914.jpg,train,0,0,3,0,0,1,truck
217141,000000217141.jpg,train,2,0,1,1,0,1,person+truck
512060,000000512060.jpg,train,8,3,1,1,1,1,truck
135229,000000135229.jpg,train,1,0,0,1,0,0,person
102466,000000102466.jpg,train,0,14,1,0,1,1,car
397383,000000397383.jpg,train,6,0,0,1,0,0,person
102471,000000102471.jpg,train,8,0,0,1,0,0,person
577614,000000577614.jpg,train,2,0,0,1,0,0,person
495695,000000495695.jpg,train,2,0,0,1,0,0,person
53335,000000053335.jpg,train,2,1,0,1,1,0,car
86107,000000086107.jpg,train,6,2,2,1,1,1,car
217181,000000217181.jpg,train,4,1,1,1,1,1,car+truck
446559,000000446559.jpg,train,2,0,0,1,0,0,person
217186,000000217186.jpg,train,3,0,0,1,0,0,person
233575,000000233575.jpg,train,1,0,0,1,0,0,person
462954,000000462954.jpg,train,0,6,0,0,1,0,car
495732,000000495732.jpg,val,3,0,0,1,0,0,person
577653,000000577653.jpg,train,4,5,1,1,1,1,truck
53370,000000053370.jpg,train,2,0,0,1,0,0,person
249983,000000249983.jpg,train,7,1,1,1,1,1,car+truck
217216,000000217216.jpg,train,5,1,0,1,1,0,car
217221,000000217221.jpg,train,0,3,0,0,1,0,car
102546,000000102546.jpg,train,1,0,0,1,0,0,person
37012,000000037012.jpg,train,3,0,2,1,0,1,truck
250008,000000250008.jpg,train,1,1,1,1,1,1,truck
217241,000000217241.jpg,train,4,2,1,1,1,1,car
495769,000000495769.jpg,train,1,0,0,1,0,0,person
512156,000000512156.jpg,train,10,4,1,1,1,1,truck
4265,000000004265.jpg,train,0,4,0,0,1,0,car
233644,000000233644.jpg,train,1,1,1,1,1,1,car
118960,000000118960.jpg,train,2,1,0,1,1,0,car
151729,000000151729.jpg,train,2,0,0,1,0,0,person
135345,000000135345.jpg,train,3,1,1,1,1,1,truck
250035,000000250035.jpg,train,1,4,1,1,1,1,car
528566,000000528566.jpg,train,14,14,4,1,1,1,car+truck
446651,000000446651.jpg,val,3,1,0,1,1,0,person
528575,000000528575.jpg,train,1,0,0,1,0,0,person
446661,000000446661.jpg,train,0,0,1,0,0,1,truck
495814,000000495814.jpg,train,8,1,1,1,1,1,truck
299207,000000299207.jpg,train,2,7,0,1,1,0,car
102599,000000102599.jpg,train,9,4,0,1,1,0,person
86220,000000086220.jpg,val,2,2,0,1,1,0,car
151757,000000151757.jpg,train,1,0,0,1,0,0,person
397522,000000397522.jpg,train,1,9,2,1,1,1,truck
561375,000000561375.jpg,train,0,1,0,0,1,0,car
282847,000000282847.jpg,train,11,0,0,1,0,0,person
119016,000000119016.jpg,train,0,14,0,0,1,0,car
381163,000000381163.jpg,train,8,3,0,1,1,0,car
233711,000000233711.jpg,train,5,5,0,1,1,0,car
299254,000000299254.jpg,train,1,0,0,1,0,0,person
53496,000000053496.jpg,train,1,0,0,1,0,0,person
250108,000000250108.jpg,train,0,12,0,0,1,0,car
463101,000000463101.jpg,train,2,0,0,1,0,0,person
200959,000000200959.jpg,train,1,0,0,1,0,0,person
413956,000000413956.jpg,train,3,1,0,1,1,0,car
332038,000000332038.jpg,train,1,0,0,1,0,0,person
446726,000000446726.jpg,train,3,0,0,1,0,0,person
430345,000000430345.jpg,train,11,0,0,1,0,0,person
430346,000000430346.jpg,train,14,0,0,1,0,0,person
102668,000000102668.jpg,train,0,14,0,0,1,0,car
86285,000000086285.jpg,train,1,0,0,1,0,0,person
119053,000000119053.jpg,train,2,0,2,1,0,1,truck
413975,000000413975.jpg,train,2,1,0,1,1,0,car
4376,000000004376.jpg,train,14,2,1,1,1,1,truck
217376,000000217376.jpg,train,2,0,1,1,0,1,truck
577835,000000577835.jpg,train,0,2,1,0,1,1,truck
413999,000000413999.jpg,train,5,0,1,1,0,1,person
102704,000000102704.jpg,train,3,2,2,1,1,1,car+truck
282928,000000282928.jpg,train,1,0,0,1,0,0,person
545072,000000545072.jpg,train,2,3,2,1,1,1,truck
397628,000000397628.jpg,train,2,3,2,1,1,1,car
282943,000000282943.jpg,train,1,0,0,1,0,0,person
69952,000000069952.jpg,train,0,2,1,0,1,1,car
332097,000000332097.jpg,train,13,1,1,1,1,1,truck
315719,000000315719.jpg,train,4,5,0,1,1,0,car
528712,000000528712.jpg,train,9,2,1,1,1,1,car
512334,000000512334.jpg,train,4,5,3,1,1,1,truck
250195,000000250195.jpg,train,6,3,1,1,1,1,truck
577876,000000577876.jpg,train,1,0,0,1,0,0,person
364884,000000364884.jpg,val,14,0,0,1,0,0,person
446813,000000446813.jpg,train,12,8,3,1,1,1,truck
397665,000000397665.jpg,train,14,3,0,1,1,0,car
561527,000000561527.jpg,train,3,1,0,1,1,0,car
315768,000000315768.jpg,train,1,0,0,1,0,0,person
512375,000000512375.jpg,train,14,0,2,1,0,1,truck
315769,000000315769.jpg,train,2,3,1,1,1,1,truck
512380,000000512380.jpg,train,3,0,0,1,0,0,person
119166,000000119166.jpg,train,1,2,2,1,1,1,car+truck
430467,000000430467.jpg,train,0,6,0,0,1,0,car
577928,000000577928.jpg,train,1,0,0,1,0,0,person
577929,000000577929.jpg,train,14,6,0,1,1,0,car
545165,000000545165.jpg,train,3,0,0,1,0,0,person
135566,000000135566.jpg,train,14,1,0,1,1,0,car
299409,000000299409.jpg,train,0,2,1,0,1,1,car
381333,000000381333.jpg,train,10,2,1,1,1,1,car+truck
102805,000000102805.jpg,val,1,4,1,1,1,1,truck
201111,000000201111.jpg,train,1,0,0,1,0,0,person
364956,000000364956.jpg,train,0,2,2,0,1,1,car
168349,000000168349.jpg,train,13,0,0,1,0,0,person
283038,000000283038.jpg,val,0,1,1,0,1,1,car
266659,000000266659.jpg,train,7,0,1,1,0,1,truck
102822,000000102822.jpg,train,9,3,0,1,1,0,person
463272,000000463272.jpg,train,10,0,0,1,0,0,person
184745,000000184745.jpg,train,0,1,0,0,1,0,car
479658,000000479658.jpg,train,6,2,3,1,1,1,truck
496045,000000496045.jpg,train,6,5,0,1,1,0,car
233902,000000233902.jpg,train,3,0,0,1,0,0,person
315830,000000315830.jpg,train,11,8,0,1,1,0,car
4535,000000004535.jpg,train,4,0,1,1,0,1,truck
135608,000000135608.jpg,train,3,1,0,1,1,0,car+person
577976,000000577976.jpg,val,0,2,2,0,1,1,car
250301,000000250301.jpg,train,8,0,0,1,0,0,person
348606,000000348606.jpg,train,1,0,0,1,0,0,person
102851,000000102851.jpg,train,2,11,1,1,1,1,truck
70087,000000070087.jpg,train,8,1,2,1,1,1,truck
135627,000000135627.jpg,train,1,0,0,1,0,0,person
102863,000000102863.jpg,train,0,3,2,0,1,1,car
119248,000000119248.jpg,train,1,0,0,1,0,0,person
152019,000000152019.jpg,train,8,13,0,1,1,0,car
561622,000000561622.jpg,train,0,14,6,0,1,1,truck
70104,000000070104.jpg,train,4,4,0,1,1,0,car
299488,000000299488.jpg,train,0,7,0,0,1,0,car
4578,000000004578.jpg,train,1,1,0,1,1,0,car
545250,000000545250.jpg,train,1,0,0,1,0,0,person
184805,000000184805.jpg,train,2,2,0,1,1,0,car
299493,000000299493.jpg,train,3,2,1,1,1,1,car
299498,000000299498.jpg,train,10,0,0,1,0,0,person
561647,000000561647.jpg,train,0,5,0,0,1,0,car
332273,000000332273.jpg,train,3,0,0,1,0,0,person
184820,000000184820.jpg,train,14,0,1,1,0,1,truck
152056,000000152056.jpg,train,0,1,0,0,1,0,car
283129,000000283129.jpg,train,1,1,0,1,1,0,car
414202,000000414202.jpg,train,0,13,7,0,1,1,car
446971,000000446971.jpg,train,4,5,0,1,1,0,car
102910,000000102910.jpg,train,14,4,0,1,1,0,car
119294,000000119294.jpg,train,4,0,0,1,0,0,person
561670,000000561670.jpg,train,1,0,1,1,0,1,truck
528905,000000528905.jpg,train,3,1,0,1,1,0,car
365066,000000365066.jpg,train,0,1,0,0,1,0,car
332299,000000332299.jpg,train,2,1,1,1,1,1,car
168475,000000168475.jpg,train,2,0,1,1,0,1,person
332316,000000332316.jpg,train,8,8,0,1,1,0,car
283163,000000283163.jpg,train,0,2,1,0,1,1,truck
332318,000000332318.jpg,val,0,0,4,0,0,1,truck
283170,000000283170.jpg,train,7,7,1,1,1,1,truck
217636,000000217636.jpg,train,4,4,1,1,1,1,truck
463398,000000463398.jpg,train,2,0,1,1,0,1,truck
578092,000000578092.jpg,train,0,1,0,0,1,0,car
463406,000000463406.jpg,train,0,2,1,0,1,1,truck
234031,000000234031.jpg,train,1,0,0,1,0,0,person
184879,000000184879.jpg,train,0,6,8,0,1,1,truck
266809,000000266809.jpg,train,2,0,1,1,0,1,truck
528957,000000528957.jpg,train,11,4,3,1,1,1,truck
102974,000000102974.jpg,train,1,1,1,1,1,1,truck
447041,000000447041.jpg,train,1,14,1,1,1,1,car
283203,000000283203.jpg,train,1,2,1,1,1,1,person
561731,000000561731.jpg,train,2,0,1,1,0,1,truck
496198,000000496198.jpg,train,12,0,2,1,0,1,person+truck
250440,000000250440.jpg,train,0,0,1,0,0,1,truck
397899,000000397899.jpg,train,14,1,0,1,1,0,car
283213,000000283213.jpg,train,14,0,0,1,0,0,person
397903,000000397903.jpg,train,1,1,0,1,1,0,car
496207,000000496207.jpg,train,14,2,3,1,1,1,truck
70236,000000070236.jpg,train,6,7,2,1,1,1,truck
21089,000000021089.jpg,train,0,0,1,0,0,1,truck
430690,000000430690.jpg,train,1,7,0,1,1,0,car
430691,000000430691.jpg,train,1,0,0,1,0,0,person
299618,000000299618.jpg,train,3,4,2,1,1,1,truck
184937,000000184937.jpg,train,1,1,0,1,1,0,car
414320,000000414320.jpg,train,13,1,3,1,1,1,car+truck
266866,000000266866.jpg,train,1,1,0,1,1,0,car
348793,000000348793.jpg,train,0,2,0,0,1,0,car
299649,000000299649.jpg,train,2,7,7,1,1,1,car
561795,000000561795.jpg,train,2,0,1,1,0,1,truck
37514,000000037514.jpg,train,12,3,1,1,1,1,car
135820,000000135820.jpg,train,1,1,0,1,1,0,car
184980,000000184980.jpg,train,4,11,0,1,1,0,car
86678,000000086678.jpg,train,9,1,1,1,1,1,car
348826,000000348826.jpg,train,5,0,7,1,0,1,person
4762,000000004762.jpg,train,0,1,1,0,1,1,truck
430750,000000430750.jpg,train,7,0,0,1,0,0,person
430756,000000430756.jpg,train,1,0,0,1,0,0,person
545447,000000545447.jpg,train,0,7,2,0,1,1,truck
479912,000000479912.jpg,val,3,0,2,1,0,1,truck
447146,000000447146.jpg,train,1,0,0,1,0,0,person
119469,000000119469.jpg,train,0,2,0,0,1,0,car
397999,000000397999.jpg,train,1,0,0,1,0,0,person
283318,000000283318.jpg,val,3,5,0,1,1,0,car
37563,000000037563.jpg,train,0,2,0,0,1,0,car
250556,000000250556.jpg,train,1,0,1,1,0,1,truck
561853,000000561853.jpg,train,0,0,1,0,0,1,truck
201409,000000201409.jpg,train,0,2,0,0,1,0,car
53956,000000053956.jpg,train,0,0,2,0,0,1,truck
103114,000000103114.jpg,train,2,0,0,1,0,0,person
21202,000000021202.jpg,train,0,13,3,0,1,1,car
168662,000000168662.jpg,train,7,6,0,1,1,0,car
103127,000000103127.jpg,train,0,1,0,0,1,0,car
4823,000000004823.jpg,train,2,0,0,1,0,0,person
512731,000000512731.jpg,train,0,12,3,0,1,1,truck
561885,000000561885.jpg,train,3,1,0,1,1,0,person
103134,000000103134.jpg,train,2,0,0,1,0,0,person
496362,000000496362.jpg,train,9,4,1,1,1,1,truck
86763,000000086763.jpg,train,1,2,1,1,1,1,truck
299757,000000299757.jpg,train,3,0,0,1,0,0,person
529136,000000529136.jpg,train,10,1,0,1,1,0,car
348913,000000348913.jpg,train,0,1,0,0,1,0,car
250608,000000250608.jpg,train,1,4,1,1,1,1,car
54001,000000054001.jpg,train,1,0,0,1,0,0,person
398066,000000398066.jpg,train,3,0,0,1,0,0,person
463600,000000463600.jpg,train,0,0,1,0,0,1,truck
217846,000000217846.jpg,train,0,5,0,0,1,0,car
316152,000000316152.jpg,train,0,5,1,0,1,1,car
86777,000000086777.jpg,train,1,1,1,1,1,1,truck
234239,000000234239.jpg,train,0,3,0,0,1,0,car
480000,000000480000.jpg,train,1,0,0,1,0,0,person
185089,000000185089.jpg,train,1,0,0,1,0,0,person
365314,000000365314.jpg,train,11,6,2,1,1,1,car
512780,000000512780.jpg,train,1,0,0,1,0,0,person
152333,000000152333.jpg,train,0,10,2,0,1,1,truck
463633,000000463633.jpg,train,0,8,0,0,1,0,car
70421,000000070421.jpg,train,0,1,0,0,1,0,car
54039,000000054039.jpg,train,5,11,1,1,1,1,truck
332571,000000332571.jpg,train,2,3,0,1,1,0,car
201501,000000201501.jpg,train,4,0,0,1,0,0,person
217886,000000217886.jpg,train,10,3,1,1,1,1,car
463647,000000463647.jpg,val,0,0,2,0,0,1,truck
463649,000000463649.jpg,train,2,0,0,1,0,0,person
414510,000000414510.jpg,val,3,4,1,1,1,1,car
578356,000000578356.jpg,train,2,1,0,1,1,0,car
234293,000000234293.jpg,train,0,3,0,0,1,0,car
119604,000000119604.jpg,train,14,0,2,1,0,1,person
381759,000000381759.jpg,train,0,2,1,0,1,1,car+truck
54086,000000054086.jpg,train,3,1,0,1,1,0,car
136015,000000136015.jpg,train,1,4,1,1,1,1,car
21330,000000021330.jpg,train,3,12,0,1,1,0,car
185177,000000185177.jpg,train,4,4,0,1,1,0,car
136026,000000136026.jpg,train,3,1,1,1,1,1,car
496476,000000496476.jpg,train,1,0,0,1,0,0,person
86878,000000086878.jpg,train,14,0,0,1,0,0,person
168801,000000168801.jpg,train,2,3,0,1,1,0,car
398183,000000398183.jpg,train,2,0,0,1,0,0,person
136042,000000136042.jpg,train,1,1,0,1,1,0,car
480107,000000480107.jpg,train,0,3,0,0,1,0,car
414578,000000414578.jpg,train,1,0,0,1,0,0,person
316275,000000316275.jpg,train,0,11,1,0,1,1,car
447347,000000447347.jpg,train,2,1,2,1,1,1,truck
349047,000000349047.jpg,train,1,0,1,1,0,1,truck
349050,000000349050.jpg,train,1,0,0,1,0,0,person
4988,000000004988.jpg,train,8,3,0,1,1,0,car
283530,000000283530.jpg,train,0,0,4,0,0,1,truck
152459,000000152459.jpg,train,2,0,0,1,0,0,person
480140,000000480140.jpg,train,6,13,0,1,1,0,car
86927,000000086927.jpg,train,11,6,0,1,1,0,car
201628,000000201628.jpg,train,3,4,1,1,1,1,car
365469,000000365469.jpg,train,0,2,0,0,1,0,car
529308,000000529308.jpg,train,2,0,0,1,0,0,person
414624,000000414624.jpg,train,3,1,0,1,1,0,car
349090,000000349090.jpg,train,1,0,0,1,0,0,person
201634,000000201634.jpg,train,3,0,0,1,0,0,person
398246,000000398246.jpg,train,11,1,0,1,1,0,car
103335,000000103335.jpg,train,14,0,0,1,0,0,person
218026,000000218026.jpg,train,3,6,0,1,1,0,car
250794,000000250794.jpg,train,3,1,0,1,1,0,car+person
103338,000000103338.jpg,train,14,0,0,1,0,0,person
332721,000000332721.jpg,train,1,0,0,1,0,0,person
562106,000000562106.jpg,train,0,7,1,0,1,1,truck
398279,000000398279.jpg,train,1,0,0,1,0,0,person
168903,000000168903.jpg,train,14,6,2,1,1,1,truck
578506,000000578506.jpg,train,2,2,0,1,1,0,car
316365,000000316365.jpg,train,2,0,1,1,0,1,truck
578519,000000578519.jpg,train,2,0,0,1,0,0,person
267225,000000267225.jpg,train,7,3,4,1,1,1,car
562138,000000562138.jpg,train,1,6,1,1,1,1,truck
398301,000000398301.jpg,train,1,2,0,1,1,0,car
300001,000000300001.jpg,train,2,2,0,1,1,0,car
283618,000000283618.jpg,train,6,2,0,1,1,0,car
168932,000000168932.jpg,train,0,1,0,0,1,0,car
300011,000000300011.jpg,train,3,0,3,1,0,1,truck
185328,000000185328.jpg,train,5,0,0,1,0,0,person
152566,000000152566.jpg,train,1,1,2,1,1,1,truck
119799,000000119799.jpg,train,1,0,0,1,0,0,person
300023,000000300023.jpg,train,14,8,0,1,1,0,person
87038,000000087038.jpg,val,14,0,0,1,0,0,person
300032,000000300032.jpg,train,0,0,2,0,0,1,truck
529409,000000529409.jpg,train,3,1,1,1,1,1,car+truck
545793,000000545793.jpg,train,5,0,0,1,0,0,person
283650,000000283650.jpg,train,7,0,0,1,0,0,person
463875,000000463875.jpg,train,0,5,9,0,1,1,truck
54282,000000054282.jpg,train,2,0,0,1,0,0,person
234518,000000234518.jpg,train,5,0,0,1,0,0,person
447511,000000447511.jpg,train,2,12,0,1,1,0,person
414744,000000414744.jpg,train,2,5,2,1,1,1,truck
332824,000000332824.jpg,train,1,8,1,1,1,1,truck
365600,000000365600.jpg,train,0,0,1,0,0,1,truck
54305,000000054305.jpg,train,0,6,0,0,1,0,car
5156,000000005156.jpg,train,1,1,0,1,1,0,car
119845,000000119845.jpg,train,1,0,0,1,0,0,person
414764,000000414764.jpg,train,0,1,1,0,1,1,truck
562222,000000562222.jpg,train,1,0,0,1,0,0,person
381999,000000381999.jpg,train,10,0,1,1,0,1,truck
365618,000000365618.jpg,train,0,2,0,0,1,0,car
562232,000000562232.jpg,train,5,4,0,1,1,0,car
87100,000000087100.jpg,train,12,5,1,1,1,1,car
578620,000000578620.jpg,train,1,2,0,1,1,0,car
316477,000000316477.jpg,train,1,0,0,1,0,0,person
119870,000000119870.jpg,train,1,0,0,1,0,0,person
37953,000000037953.jpg,train,9,1,1,1,1,1,truck
398406,000000398406.jpg,train,1,1,2,1,1,1,truck
87113,000000087113.jpg,train,4,7,1,1,1,1,truck
103498,000000103498.jpg,train,2,13,0,1,1,0,car
119882,000000119882.jpg,train,14,0,1,1,0,1,truck
37968,000000037968.jpg,train,4,1,2,1,1,1,truck
382044,000000382044.jpg,train,0,0,1,0,0,1,truck
365663,000000365663.jpg,train,14,0,0,1,0,0,person
136289,000000136289.jpg,train,1,0,0,1,0,0,person
398435,000000398435.jpg,train,1,1,0,1,1,0,car
414822,000000414822.jpg,train,10,0,0,1,0,0,person
250991,000000250991.jpg,train,7,3,0,1,1,0,car
218224,000000218224.jpg,train,0,0,2,0,0,1,truck
578675,000000578675.jpg,train,2,1,1,1,1,1,truck
283766,000000283766.jpg,train,1,0,1,1,0,1,truck
283768,000000283768.jpg,train,1,0,0,1,0,0,person
185464,000000185464.jpg,train,0,5,1,0,1,1,truck
283772,000000283772.jpg,train,2,0,0,1,0,0,person
70787,000000070787.jpg,train,1,0,0,1,0,0,person
414851,000000414851.jpg,train,3,3,0,1,1,0,person
447623,000000447623.jpg,train,0,8,1,0,1,1,truck
5256,000000005256.jpg,train,1,1,1,1,1,1,truck
414857,000000414857.jpg,train,1,0,0,1,0,0,person
234633,000000234633.jpg,train,3,0,0,1,0,0,person
70804,000000070804.jpg,train,4,1,0,1,1,0,car
136343,000000136343.jpg,train,13,1,1,1,1,1,car+truck
431257,000000431257.jpg,train,0,1,0,0,1,0,car
480411,000000480411.jpg,train,1,0,0,1,0,0,person
